keyword,lang,cid,district,post_sj,sumry,main_img
숙박,en,ENPx17ry7,성동구,Hotel Poco Seongsu,"Hotel Poco Seongsu is a lifestyle hotel that aims to provide a safe haven in the fast-paced and bustling city center. Located just a 2-minute walk from Exit 3 of Seongsu Station, it offers excellent a",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=61085&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,en,ENP9dsjmt,강남구,Andaz Seoul Gangnam,A luxurious lifestyle hotel that showcases the local culture and sensibilities of the area with a modern touch in the heart of Gangnam.,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=59991&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,en,ENP042851,종로구,Nostalgia Bluejae,A noble and blue hanok nestled in Bukchon Hanok Village,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42860&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,en,ENP042850,종로구,Nuwa,"Nuwa, a small hanok deep in the narrow alleys of Seochon's residential area",https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42856&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,en,ENP042849,은평구,Eungjeongheon,Enjoying nature in a hanok hotel,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42852&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,en,ENP039311,동대문구,Mangrove Sinseol,Through the renovation of a hotel comes the newest co-living house.,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39337&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,en,ENP028037,광진구,Vista Walkerhill Seoul,"Located in Achasan, Gwangjin-gu, Vista Walkerhill Seoul is the best place to soak in a hot tub while viewing the wonderful scenery of the Hangang River.",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=78250&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPPvmf745,중구,リジェソウル,ハニャン(漢陽)都城が目の前に広がる、一戸建て宿泊施設,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79688&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPP54ay57,노원구,スラクヒュツリーハウス,全国初の都心型自然休養林,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74819&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPPrb2d9e,종로구,Stay Davansa,小さな庭と空を眺めながらお風呂を満喫でき、自分で淹れたお茶を飲みながら読書をするのにぴったりの場所。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=68575&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPPx17ry7,성동구,HOTEL POCO ソンス(聖水),HOTEL POCO ソンス(聖水)は、目まぐるしく都心の中のアジトを目指すライフスタイルホテルです。「ソンス」駅3番出口から徒歩2分の距離に位置し、ソウルの森へのアクセスに優れ、「都心の中の森のバカンス」を満喫することができます。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=61085&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPP9dsjmt,강남구,Andaz Seoul Gangnam,カンナム(江南)の地域の文化と感性をモダンなデザインでお届けするラグジュアリーライフスタイルホテル。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=59991&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPP042851,종로구,ノステルジア ブルージェ(Blue斎),プクチョン(北村)に位置するラグジュアリーな青い韓屋,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42861&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,ja,JPP042850,종로구,ヌワ(nuwa),ソチョンの住宅街の路地裏にある小さい韓屋、ヌワ(nuwa),https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42857&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,ja,JPP042849,은평구,ウンジョンホン(応鄭軒),大自然の景色を楽しめる韓屋ホテル,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42853&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,ja,JPP031984,은평구,チェイル(第一)市場,1970年にオープンしたチェイル(第一)市場は衣類、生活用品、総菜、食品などを販売している70以上の店舗が入っています。 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=77842&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,ja,JPP024551,강남구,ホテルカプチーノ,ソウルのダイナミックな南の副都心・カンナム(江南)エリアにあるホテルカプチーノは、新しく、落ち着け、ユニークで、確かな理由のあるホテルを探している外国人観光客やソウル市民のためのもうひとつの家です。,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=24553&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,zh,CNPvmf745,중구,利斋首尔,坐拥汉阳都城景致的独栋民宿，推开门即是古城风光。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79688&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,zh,CNP54ay57,노원구,水落休树屋,韩国首个城市中心型自然休养林。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=74819&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,zh,CNPrb2d9e,종로구,STAY DAVANSA,小巧的庭院，抬头可见广阔的天空享受露天时光也是亲自泡茶、静心阅读的好去处。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=68575&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,zh,CNPx17ry7,성동구,Hotel Poco 圣水,Hotel Poco 圣水是想成为节奏快、复杂的市中心秘密基地的生活方式酒店。位于圣水站3号出口步行2分钟的距离，离首尔林距离很近，尽情享受“市中心的绿意假日”。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=61085&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,zh,CNP9dsjmt,강남구,Andaz 首尔江南,江南的中心以现代感的设计，展现了地域文化和氛围的奢华生活型酒店。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=59991&fileTy=MEDIA&fileNo=1&thumbTy=M
숙박,zh,CNP042851,종로구,Nostalgia Bluejae,北村韩屋村的高贵蓝色砖瓦韩屋,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42862&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,zh,CNP042850,종로구,Nuwa,西村住宅区狭窄的胡同深处的小韩屋，Nuwa,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42858&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,zh,CNP042849,은평구,Eungjeongheon,享受自然的韩屋酒店,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=42854&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,zh,CNP024551,강남구,卡布奇诺酒店,卡布奇诺酒店是每天都会传递新消息与灵感的城市型生活风格住宿设施，欢迎来自世界各地的游客们到访卡布奇诺酒店。,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=24554&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
숙박,zh,CNP024498,중구,迎宾馆(新罗酒店),迎宾馆位于新罗酒店院里，是举办晚宴与各种活动的特色空间，迎宾馆是传统韩屋样式的2层设施。,https://api.visitseoul.net/comm/getImage?srvcId=POST&parentSn=24501&fileTy=POSTTHUMB&fileNo=1&thumbTy=M&postTy=P
역사관광,ko,KOP92zc2g,성북구,서울 흥천사,"조선을 건국한 태조 이성계가 신덕왕후의 명복을 기원하기 위해 1396년 창건한 왕실 사찰로, 600여 년의 역사를 간직한 서울의 대표적인 전통사찰",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81274&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ko,KOPw9eym0,동작구,달마사,서달산이 감싸고 있는 동작구 지역 유일의 전통사찰,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80205&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ko,KOPnje8ve,종로구,경교장,"대한민국 임시정부의 마지막 청사이자 백범 김구가 서거한 역사적 현장, 경교장",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79944&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ko,KOPv4bofj,종로구,감사의 정원,감사의 정원은 6 ·25 전쟁 참전용사에 대한 감사와 대한민국의 성과와 번영을 되새기는 공간,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79923&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ko,KOP0wav1s,종로구,종묘돌담길,종묘 서쪽 담장을 따라 길게 뻗은 고즈넉한 돌담길,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=68939&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ko,KOPfk9nxi,종로구,경복궁 집옥재,경복궁 건청궁 서쪽에 위치한 전각으로 고종의 서재,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67948&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ko,KOPldz98j,종로구,경복궁 돌담길 ,경복궁을 둘러싸고 있는 돌담길 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67938&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ko,KOPl8f5md,종로구,창덕궁 후원 ,창덕궁 내부에 위치한 조선 시대 궁궐의 정원 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67915&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ko,KOPexzzw3,종로구,석굴암,"인왕산 중턱, 치마바위 아래쪽에 자리해있는 석굴암",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67172&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ko,KOPkxi16h,성북구,경국사 ,성북구 정릉동 삼각산(북한산) 동쪽 기슭에 있는 절,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67111&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENP92zc2g,성북구,Seoul Heungcheonsa Temple,"A representative traditional temple in Seoul with over 600 years of history, founded in 1396 as a royal temple by King Taejo (Yi Seong-gye) to pray for the peaceful rest of Queen Sindeok.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81274&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENPw9eym0,동작구,Dalmasa Temple,"The only traditional temple in the Dongjak-gu area, enveloped by Seodalsan Mountain.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80205&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENPnje8ve,종로구,Gyeonggyojang,"The final headquarters of the Provisional Government of the Republic of Korea and the momentous historical site of the assassination of Baekbum Kim Gu.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79944&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENPv4bofj,종로구,Garden of Gratitude,"A space to reflect upon the gratitude toward Korean War veterans, as well as the achievements and prosperity of the Republic of Korea.",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79923&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENP0wav1s,종로구,Jongmyo Shrine Stonewall Path ,A serene stone wall path stretches along the west wall of Jongmyo Shrine,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=68939&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,en,ENPfk9nxi,종로구,Gyeongbokgung Palace Jibokjae,"A pavilion located to the west of Geoncheonggung in Gyeongbokgung Palace, used as King Gojong's study",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67948&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENPldz98j,종로구,Gyeongbokgung Stonewall Walkway ,The stonewall path surrounding Gyeongbokgung Palace ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67938&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,en,ENPl8f5md,종로구,Changdeokgung Secret Garden ,A garden of a Joseon Dynasty located inside Changdeokgung Palace ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67915&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,en,ENPkxi16h,성북구,Kyungguksa,"A temple located on the eastern foothills of Samgaksan (Bukhansan) in Jeongneung-dong, Seongbuk-gu",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67111&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,en,ENPexzzw3,종로구,Seokguram,"Seokguram Grotto is nestled halfway up Inwangsan Mountain, just below Chimabawi Rock, and can be reached via the Inwangsan Mountain Trail.",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67172&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ja,JPP92zc2g,성북구,ソウル フンチョンサ(興天寺),"朝鮮を建国した太祖イ・ソンゲ(李成桂)がシンドク(神徳)王后の冥福を祈るために1396年に創建した王室ゆかりの寺院であり、600年以上の歴史を刻んできたソウルを代表する伝統寺院
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81274&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ja,JPPw9eym0,동작구,ダルマサ(達磨寺),ソダルサン(西達山)に囲まれたトンジャク(銅雀)区地域唯一の伝統寺院,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80205&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ja,JPPnje8ve,종로구,キョンギョジャン(京橋荘),大韓民国臨時政府の最後の庁舎であり、ペクポム(白凡)キム・グ(金九)が逝去した歴史的な現場、キョンギョジャン(京橋荘),https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79944&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ja,JPP0wav1s,종로구,チョンミョ(宗廟)トルダムギル(石垣道),チョンミョ(宗廟)の西側の塀に沿って長く続く、静かな石垣道。 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=68939&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ja,JPPfk9nxi,종로구,キョンボックン(景福宮) チプオクジェ(集玉斎),キョンボックン(景福宮)の内部にあり、コンチョングン(乾清宮)の西側に位置する殿閣で、 朝鮮王朝第26代国王・コジョン(高宗)の書斎として利用されていました。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67948&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ja,JPPldz98j,종로구,キョンボックン(景福宮) トルダムギル(石垣道) ,キョンボックン(景福宮)を囲む石垣道 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67938&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ja,JPPl8f5md,종로구,チャンドッグン(昌徳宮) 後苑 ,チャンドッグン(昌徳宮)の内部に位置する、朝鮮王朝時代の宮廷の庭園 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67915&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ja,JPPexzzw3,종로구,ソックラム(石窟庵),イヌァンサン(仁王山)の中腹、チマバウィ(スカート岩)の下に位置するソックラム(石窟庵),https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67172&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,ja,JPPkxi16h,성북구,キョングクサ(慶國寺) ,ソンブク(城北)区チョンヌン洞に位置する三角山(北漢山)の東側のふもとにある寺,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67111&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,ja,JPPjkm9y3,중구,新亜紀念館,「新亜日報」が強制的に廃刊された後、創業者のチャン·ギボンと「新亜日報」を記憶するための紀念館として使用されている場所,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=66422&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,zh,CNP92zc2g,성북구,首尔兴天寺,"这里是朝鲜开国君主太祖李成桂为祈愿神德王后冥福，于1396年修建的王室寺院，是拥有600余年历史、首尔代表性传统寺庙
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81274&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,zh,CNPw9eym0,동작구,达磨寺,坐落于西达山环抱之中的铜雀区唯一传统寺庙,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=80205&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,zh,CNPnje8ve,종로구,京桥庄,京桥庄是大韩民国临时政府最后一处办公旧址，也是白凡金九先生逝世的历史遗址,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=79944&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,zh,CNP0wav1s,종로구,宗庙石墙路,一条沿着宗庙西墙延伸的寂静的石墙路,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=68939&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,zh,CNPfk9nxi,종로구,景福宫集玉斋,位于景福宫乾清宫西侧的殿阁，曾作为高宗的书房。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67948&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,zh,CNPldz98j,종로구,景福宫石墙路 ,环绕景福宫的石墙路 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67938&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,zh,CNPl8f5md,종로구,昌德宫后苑 ,位于昌德宫内部朝鲜时代宫殿的庭院 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67915&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,zh,CNPexzzw3,종로구,石窟庵,位于仁王山半山腰、裙岩下面的石窟庵,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67172&fileTy=MEDIA&fileNo=2&thumbTy=M
역사관광,zh,CNPkxi16h,성북구,庆国寺,位于城北区贞陵洞三角山（北汉山）东侧山麓的寺庙 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=67111&fileTy=MEDIA&fileNo=1&thumbTy=M
역사관광,zh,CNPjkm9y3,중구,新亚纪念馆,《新亚日报》被强制停刊后，为纪念创办人张基凤和《新亚日报》而使用的纪念馆。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=66422&fileTy=MEDIA&fileNo=2&thumbTy=M
음식,ko,KOPf7xg5g,종로구,스쿠퍼젤라또 경복궁점,서촌 자하문로 골목에서 만나는 이탈리아식 젤라또와 아포가토,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82163&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOP26wpqv,노원구,카페 포레스트,불암산 자락 화원 옆에서 숲 전망을 마주하는 노원구 산속 카페,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82157&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPrr2u80,강북구,소귀골백운산장,북한산 우이동 계곡을 곁에 두고 능이백숙과 갈비찜을 내는 산장 식당,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82152&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPuky86s,중구,제이드앤워터 서울역점,  서울역에서 5분! 브런치부터 야경 한잔까지 모두 즐길 수 있는 브런치&패밀리레스토랑 ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82054&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPituzq5,성동구,제이드앤워터 옥수,"2020년, 옥수동에 조용히 자리잡은 곳. 연예인들도 남몰래 찾는다는 그 브런치 맛집",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82060&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPrfaiye,용산구,tebie(테비),"일본식 중화요리 스타일로 부담 없이 즐길 수 있는 맛, 오래 머물고 싶은 공간",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81937&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOP3u33j2,용산구,뉴오더클럽 한남 / NEW ORDER CLUB HANNAM,한강진역과 이태원 사이에 위치한 뉴욕 스타일 피자 전문점입니다. 72시간 저온 숙성 도우와 하프앤하프 피자를 중심으로 피자와 맥주를 함께 즐길 수 있습니다.,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81931&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPhuefly,성동구,제이드앤워터 성수 LCDC점,넷플릭스 <흑백요리사> TOP 5 셰프 윤남노가 직접 방문해 극찬한 브런치&패밀리 레스토랑,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81915&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPl3xyt0,종로구,깊픈(GIPPEN),향토음식인 엉겅퀴 해장국과 특별한 숯불 요리를 함께 즐길 수 있는 음식점,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81910&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ko,KOPmagegz,종로구,능라도 광화문점	,"최고 품질의  1++ 암소한우 불고기 요리와 매일 자가제면한 메밀면, 1++ 한우 육수로 깊고 담백한 맛을 선보입니다. 점심과 저녁 모임에도 좋은 광화문역 맛집 능라도 광화문점	
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81783&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPrr2u80,강북구,Sogwigol Baegunsanjang,"A mountain lodge restaurant beside the Uidong valley in Bukhansan, serving neungi mushroom baeksuk and braised short ribs
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82152&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENP26wpqv,노원구,Cafe Forest,"A cafe on the slopes of Bulamsan in Nowon-gu, set beside a flower nursery and facing the forest
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82157&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPf7xg5g,종로구,Scooper Gelato Gyeongbokgung branch,"Italian-style gelato and affogato in a Seochon alley west of Gyeongbokgung Palace
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82163&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPuky86s,중구,Jade and Water Seoul Station branch,"Five minutes from Seoul Station! A brunch and family restaurant for everything from brunch to a drink with a night view
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82054&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPituzq5,성동구,Jade and Water Oksu branch,"Opened quietly in Oksu-dong in 2020.
The brunch spot celebrities are said to slip into unnoticed",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82060&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPl3xyt0,종로구,GIPPEN,"A restaurant where thistle haejangguk, a regional Korean specialty, is served alongside distinctive charcoal-grilled dishes
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81910&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPhuefly,성동구,Jade and Water Seongsu LCDC Branch,"A brunch and family restaurant praised by Yun Nam-no, a Top 5 chef on Netflix's Culinary Class Wars, after a visit of his own
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81915&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENP3u33j2,용산구, NEW ORDER CLUB HANNAM,"A New York-style pizzeria between Hangangjin Station and Itaewon. Built around 72-hour cold-fermented dough and half-and-half pizzas, it is a place to have pizza with a beer.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81931&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPrfaiye,용산구,tebie,"Japanese-style Chinese cooking that is easy to enjoy, in a room you will want to linger in.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81937&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,en,ENPkguc3l,용산구,madameal,"A brunch restaurant serving dishes made with the seasonal ingredients you have to try
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81709&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPf7xg5g,종로구,スクーパージェラート キョンボックン(景福宮)店,ソチョン(西村)のジャハムンロ(紫霞門路)の路地で味わうイタリア式ジェラートとアフォガート,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82163&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPP26wpqv,노원구,カフェ・フォレスト(Cafe Forest),プラムサン(仏岩山)のふもと、花園の隣で森の眺めと向かい合うノウォン(蘆原)区の山あいのカフェ,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82157&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPrr2u80,강북구,ソグィゴルベグン(白雲)山荘,プカンサン(北漢山)ウイドン(牛耳洞)渓谷のそばで、コウタケ入りの水炊きとカルビの蒸し煮を味わえる山荘レストラン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82152&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPuky86s,중구,ジェイド＆ウォーター ソウル駅店,ソウル駅から5分！ブランチから夜景を眺めての一杯まで楽しめるブランチ＆ファミリーレストラン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82054&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPituzq5,성동구,ジェイド＆ウォーター オクス(玉水)店,2020年、オクスドン(玉水洞)にひっそりと構えた一軒。芸能人もお忍びで訪れるという、あのブランチの名店,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82060&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPrfaiye,용산구,テビ(tebie),日本式中華料理のスタイルで気軽に楽しめる味わいと、長く過ごしたくなる空間を目指しています,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81937&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPP3u33j2,용산구,ニューオーダークラブハンナム(漢南) / NEW ORDER CLUB HANNAM,ハンガンジン駅とイテウォン(梨泰院)の間に位置するニューヨークスタイルのピザ専門店です。72時間低温熟成の生地とハーフ＆ハーフピザを中心に、ピザとビールを一緒に楽しめます。,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81931&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPhuefly,성동구,ジェイド＆ウォーター ソンス(聖水)LCDC店,Netflix<白と黒のスプーン ～料理階級戦争～>トップ5シェフのユン・ナムノが実際に来店し絶賛したブランチ＆ファミリーレストラン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81915&fileTy=MEDIA&fileNo=1&thumbTy=M
음식,ja,JPPl3xyt0,종로구,キップン(GIPPEN),郷土料理のアザミのヘジャンククと、こだわりの炭火料理を一緒に楽しめるレストラン,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81910&fileTy=MEDIA&fileNo=1&thumbTy=M
